c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
8,26,0,0,24,27,10,7,65,30,46,42,33,29,67,68,63,62,51,3,49,23,69,72,25,9,13,4,22,66,47,41,28,44,43,21,48,61,71,1,64,53,31,52,11,5,50,45,73,12,32,70,6,2,2
53,21,0,0,28,31,52,8,68,26,72,48,65,11,49,46,63,69,32,13,1,71,44,27,42,61,7,24,22,12,47,70,33,9,2,67,10,45,51,64,6,62,50,23,4,66,73,5,3,29,30,43,25,41,1
1,45,0,0,25,28,26,73,46,24,48,43,70,63,22,9,44,6,7,52,67,49,62,21,51,33,32,12,69,11,41,3,50,42,65,68,5,53,8,47,72,71,23,61,66,29,30,4,13,31,10,2,64,27,1
7,30,0,0,24,4,41,31,72,49,53,1,25,71,63,42,8,46,48,10,12,26,69,45,5,62,73,68,27,2,13,44,23,3,33,51,11,70,65,50,22,21,64,9,47,29,61,52,66,67,32,28,43,6,2
70,52,0,0,26,31,30,43,51,66,29,23,13,62,3,27,65,47,11,49,4,63,21,33,69,32,8,5,28,24,71,22,10,41,2,42,72,45,53,44,25,46,12,48,61,73,50,6,64,68,1,9,7,67,1
7,4,0,0,8,30,47,43,26,1,28,32,67,2,68,48,69,33,9,5,31,25,66,24,72,51,41,65,44,27,6,50,13,52,45,3,23,53,42,64,12,70,22,49,63,11,62,10,29,21,73,61,46,71,2
53,28,0,0,6,10,68,22,71,9,70,65,67,26,2,41,46,64,44,73,24,21,43,69,50,8,48,25,27,66,42,61,13,30,33,62,5,1,72,3,52,49,45,32,11,31,63,23,29,4,51,47,12,7,1
1,43,0,0,12,13,68,31,64,10,51,72,62,11,23,69,33,71,9,25,48,2,49,27,47,26,73,5,32,22,6,30,41,66,45,8,67,21,42,70,4,52,53,50,3,44,29,61,46,65,28,7,63,24,1
41,2,0,0,12,11,73,42,1,45,21,43,69,23,8,6,70,4,49,62,3,68,28,5,72,61,22,30,48,63,53,46,51,13,64,7,10,9,66,31,27,26,24,71,25,52,50,33,32,67,29,44,47,65,3
3,49,0,0,48,28,46,31,4,21,67,30,1,29,51,45,2,33,70,71,32,13,73,6,50,8,7,47,65,5,61,64,26,72,10,11,24,9,12,52,22,53,25,66,68,62,41,27,63,23,43,42,44,69,1
52,41,0,0,33,62,27,50,44,66,45,51,72,3,61,1,12,73,10,24,71,70,29,11,43,4,8,6,30,53,63,25,31,46,26,42,65,28,49,7,32,67,5,47,9,48,23,22,21,64,13,69,68,2,1
65,63,0,0,31,4,24,50,1,25,45,11,47,64,22,13,33,70,52,49,46,43,2,67,66,26,29,9,41,42,6,28,30,72,61,48,62,69,7,73,10,21,53,32,51,8,68,23,27,3,5,12,44,71,1
21,65,0,0,28,67,61,72,73,3,46,69,43,31,51,25,64,10,45,8,9,22,30,66,27,33,50,41,12,53,62,2,49,48,47,5,32,1,23,71,42,6,70,68,11,63,24,7,4,26,13,29,44,52,1
32,28,0,0,42,61,9,8,3,22,64,7,72,26,69,51,50,63,66,6,52,43,27,31,25,41,13,30,45,5,65,68,62,48,10,53,21,4,46,29,11,33,44,67,12,23,24,73,49,47,2,70,71,1,3
12,64,0,0,11,10,50,27,6,71,21,29,3,52,43,1,51,68,26,5,25,53,30,32,49,42,24,4,13,46,61,41,28,45,9,69,48,63,70,8,67,73,62,2,31,47,65,66,7,22,72,44,23,33,2
53,73,0,0,27,21,61,11,46,32,49,8,9,66,68,41,50,72,31,22,29,48,42,3,70,10,2,6,13,23,26,25,65,62,4,7,64,1,67,33,30,52,24,44,51,28,5,71,47,63,12,69,43,45,1
13,1,0,0,53,5,51,6,68,72,24,50,8,32,27,43,23,62,31,48,45,64,65,10,69,41,66,11,30,42,44,12,28,71,33,22,4,25,21,9,29,67,52,2,49,61,7,26,73,46,63,70,3,47,3
42,48,0,0,32,61,4,65,68,46,22,49,29,43,2,8,69,30,50,63,3,53,73,70,41,64,9,10,66,1,51,6,7,27,45,71,52,24,62,21,5,33,31,28,72,67,44,47,23,26,13,12,25,11,1
41,9,0,0,5,42,12,72,33,68,51,27,50,48,31,13,62,49,11,21,2,8,29,53,46,26,65,71,3,64,66,67,24,44,69,1,52,30,10,61,7,25,6,28,63,70,47,45,4,43,32,22,73,23,1
48,29,0,0,2,7,64,43,13,32,41,28,25,23,73,11,8,9,22,69,67,65,47,42,66,50,33,70,5,46,1,27,49,44,30,62,31,61,24,52,6,4,45,3,10,63,68,21,71,26,72,53,12,51,1
13,66,0,0,28,50,24,3,4,5,53,69,10,45,68,23,63,6,62,46,8,22,29,33,72,2,73,70,48,49,25,31,64,67,12,30,21,7,52,11,1,27,44,43,65,26,41,51,61,32,71,9,42,47,1
22,69,0,0,31,71,33,13,42,26,10,23,68,65,29,43,11,2,21,41,7,5,4,44,70,32,61,8,51,48,6,45,67,25,52,1,66,9,46,62,63,50,53,47,24,12,64,49,28,72,73,27,3,30,3
9,32,0,0,73,30,42,71,31,1,13,27,33,66,2,10,25,64,70,21,69,5,51,24,4,23,48,67,65,11,46,50,8,3,29,41,49,53,22,7,45,26,62,68,28,12,52,63,43,6,47,61,72,44,1
41,70,0,0,51,66,9,12,67,27,2,62,31,52,4,13,28,1,42,61,22,43,8,45,44,30,71,25,73,65,7,26,48,33,69,68,29,72,63,11,5,24,64,3,47,21,53,10,49,23,50,32,6,46,1
65,7,0,0,31,49,45,13,70,67,66,27,11,28,22,69,25,10,3,64,51,8,42,53,29,68,71,33,26,4,23,47,6,41,1,9,62,52,50,72,30,32,2,44,46,48,24,43,12,73,5,21,61,63,2
70,9,0,0,64,51,66,24,1,49,52,50,44,73,30,43,8,47,65,48,2,62,3,7,69,5,22,72,41,29,6,33,12,4,26,13,61,28,42,10,46,71,63,25,31,45,53,32,21,27,23,11,68,67,1
24,1,0,0,11,62,66,25,28,6,44,7,73,33,71,67,47,43,41,52,46,29,53,4,10,69,27,70,9,30,31,51,49,21,65,13,2,48,22,23,45,72,61,64,3,32,12,42,63,50,8,26,68,5,1
8,52,0,0,1,49,65,61,28,41,47,70,32,6,12,68,45,63,4,44,23,51,50,9,21,29,72,66,31,64,13,67,71,27,7,24,48,11,5,26,69,30,2,33,46,43,22,73,25,53,62,42,3,10,1
26,3,0,0,42,50,2,41,70,65,51,7,13,73,23,49,4,29,43,5,53,52,68,66,9,61,22,62,64,47,27,12,10,30,72,44,69,46,63,21,25,32,28,33,31,6,1,24,48,8,67,45,71,11,2
13,68,0,0,72,30,12,6,52,67,8,9,53,43,71,42,65,46,44,22,24,26,70,69,21,51,62,27,29,45,3,61,25,10,32,5,4,1,41,66,28,63,11,33,2,31,50,64,49,47,7,73,48,23,1
51,67,0,0,52,8,12,66,62,70,45,11,5,2,31,73,25,64,50,71,49,68,47,10,33,42,46,44,53,63,1,7,24,32,13,4,61,21,22,72,9,69,65,3,23,43,41,26,48,30,27,28,29,6,1
66,43,0,0,50,47,62,53,73,24,42,48,10,45,5,2,69,33,8,51,61,13,52,67,9,70,11,4,12,46,41,49,32,44,71,64,7,72,25,22,63,68,28,3,1,65,27,6,31,26,30,23,29,21,3
45,71,0,0,72,1,8,22,2,51,6,27,7,26,70,23,30,46,5,53,11,13,10,49,52,69,44,47,66,64,68,41,65,12,50,33,28,73,25,31,63,21,61,42,62,29,43,9,3,48,32,67,24,4,1
73,2,0,0,67,4,42,8,5,24,21,61,33,63,65,45,49,46,62,48,3,43,12,52,68,28,47,22,72,44,29,51,6,26,69,9,41,23,66,27,64,10,71,1,13,53,7,50,32,25,30,31,11,70,3
27,66,0,0,26,4,5,73,70,21,68,24,8,49,71,61,10,9,33,30,67,46,22,3,6,48,69,28,11,7,52,43,25,41,42,47,1,64,31,62,12,44,65,45,32,2,53,29,23,51,72,63,13,50,2
24,48,0,0,5,1,68,30,41,63,64,25,67,33,11,72,26,21,31,3,7,46,66,8,53,65,29,42,71,70,10,9,27,28,50,69,12,62,13,51,22,44,2,52,43,45,6,73,61,49,4,47,32,23,1
53,3,0,0,13,4,5,64,65,2,30,63,9,27,8,23,29,50,28,44,43,42,11,62,68,24,52,46,41,7,6,12,49,32,70,48,10,61,26,25,22,1,71,51,33,69,47,67,72,45,31,21,73,66,3
46,41,0,0,53,23,68,3,71,6,31,64,47,66,50,9,44,70,11,43,65,73,24,29,32,26,28,33,63,25,42,4,49,27,1,5,7,10,45,61,62,8,2,51,30,13,22,48,12,72,69,21,67,52,1
65,41,0,0,9,49,24,44,13,26,31,27,63,23,22,8,2,46,47,51,6,72,42,5,52,33,62,67,64,25,12,50,71,30,32,11,48,68,10,69,61,29,70,73,66,7,3,53,28,43,1,4,21,45,1
33,52,0,0,47,69,49,53,27,23,42,8,48,70,6,21,45,72,65,5,41,43,28,32,1,26,2,63,61,51,30,31,67,44,46,62,73,68,9,3,10,25,4,50,64,13,24,71,7,29,66,22,12,11,1
8,47,0,0,25,11,9,29,73,67,66,43,68,1,12,13,52,23,51,72,31,49,69,3,48,26,42,50,61,70,46,65,44,24,33,22,7,6,71,53,41,32,63,21,10,27,45,2,64,28,5,4,62,30,3
32,71,0,0,4,12,65,44,41,13,62,69,28,22,3,8,11,9,68,50,24,47,67,2,49,31,25,26,29,33,45,70,5,48,42,63,23,7,21,73,1,27,61,64,53,51,52,66,6,46,30,43,10,72,3
5,1,0,0,42,7,43,24,72,23,71,22,4,51,9,64,52,61,29,21,30,73,26,11,3,31,44,67,13,65,27,62,10,32,33,69,48,63,47,49,41,12,45,53,46,66,68,50,6,25,8,70,28,2,3
30,69,0,0,11,25,53,41,44,12,8,43,45,10,1,50,62,73,7,23,66,47,9,29,24,31,6,28,32,68,46,3,72,64,63,33,13,27,71,61,52,26,49,5,4,65,51,70,21,48,22,67,2,42,1
10,42,0,0,21,32,12,50,7,11,30,26,29,44,65,3,22,73,41,72,4,43,51,1,67,33,48,63,53,5,69,28,70,68,2,64,31,27,45,62,71,52,47,23,24,13,61,46,66,25,9,8,49,6,1
65,24,0,0,4,28,47,64,8,67,73,69,72,7,61,22,46,63,48,29,52,21,3,1,31,9,5,26,6,71,23,27,25,62,50,42,11,49,33,70,45,44,53,10,66,13,12,41,51,43,32,2,30,68,1
25,33,0,0,48,61,6,44,4,21,8,73,5,49,72,66,31,12,32,69,29,26,9,11,45,64,52,62,42,63,71,10,3,50,13,30,28,51,24,23,47,7,43,41,67,65,68,27,53,70,1,46,2,22,1
7,31,0,0,61,47,49,12,65,22,63,24,33,42,3,1,25,68,13,72,28,69,27,30,2,52,44,64,62,32,45,9,21,46,50,66,6,23,51,4,48,8,67,70,10,5,53,26,71,73,41,43,29,11,2
23,6,0,0,53,64,61,67,2,9,22,25,30,3,11,29,45,66,26,41,21,69,70,5,33,4,12,8,52,46,49,32,28,62,63,65,68,13,1,71,44,43,51,50,31,24,47,27,10,42,73,7,72,48,2
7,10,0,0,5,3,49,50,12,53,51,13,11,44,65,45,28,22,9,48,62,43,72,70,31,73,32,46,66,25,64,30,42,4,61,8,26,69,21,71,6,67,41,23,2,63,52,68,33,47,1,27,24,29,1
48,6,0,0,62,26,28,71,33,50,1,11,9,45,13,2,46,52,23,25,47,73,5,30,42,22,72,31,44,65,69,41,43,67,61,24,8,12,64,4,68,49,51,3,63,21,70,66,29,10,53,32,7,27,2
70,30,0,0,27,1,43,13,12,71,48,73,4,22,47,23,51,8,64,49,45,61,69,67,10,25,5,44,33,31,52,6,62,63,29,32,21,11,2,68,53,41,46,28,65,3,7,66,26,42,24,9,72,50,2
72,43,0,0,23,67,2,50,24,21,8,53,22,65,25,46,28,10,69,3,47,44,49,32,13,1,73,26,30,52,9,33,6,27,31,7,5,45,51,12,41,64,70,48,61,42,68,71,63,62,4,66,29,11,1
53,62,0,0,2,8,67,50,5,66,45,7,65,64,41,1,24,51,73,46,27,71,23,47,10,25,68,26,13,3,32,44,48,70,9,42,43,52,31,72,49,69,28,6,33,61,4,11,30,22,63,21,29,12,3
29,51,0,0,42,1,73,71,32,25,13,9,46,50,23,61,62,27,52,2,10,26,22,68,30,53,72,66,65,8,44,28,47,12,69,45,48,49,4,3,11,70,64,21,43,31,33,7,5,63,24,67,6,41,1
68,52,0,0,30,66,69,73,2,22,13,29,24,47,27,63,10,21,45,25,4,7,62,33,41,23,46,9,43,71,72,51,64,70,8,42,67,65,11,32,5,6,12,48,49,31,28,26,1,61,44,3,50,53,3
7,61,0,0,64,47,1,33,3,53,5,6,50,44,28,70,13,31,23,46,45,43,26,62,29,72,21,63,22,4,73,48,2,32,65,49,68,8,69,71,51,66,27,11,12,52,25,30,9,10,67,42,41,24,1
53,23,0,0,62,64,48,33,30,3,6,2,26,32,8,24,51,68,1,31,41,5,49,65,27,9,45,10,46,50,47,66,73,69,67,44,70,11,22,12,71,21,42,4,61,43,7,63,28,52,29,13,72,25,2
45,2,0,0,28,72,4,73,44,6,5,43,63,10,61,53,46,51,49,13,41,27,23,32,67,7,29,3,8,26,42,47,25,69,22,68,30,12,48,62,33,64,11,9,1,50,52,70,65,71,24,66,31,21,1
26,29,0,0,72,25,62,32,8,12,51,47,4,67,69,50,31,45,10,1,13,52,7,42,11,9,22,73,65,3,23,28,61,41,68,24,5,66,64,44,6,71,33,43,46,30,2,70,27,48,21,63,49,53,3
10,61,0,0,9,44,26,13,41,52,31,30,43,67,7,12,66,5,68,53,46,1,25,65,42,23,32,8,48,63,21,11,49,50,47,24,72,73,28,3,6,70,22,69,64,2,45,4,33,62,51,71,27,29,1
44,30,0,0,72,23,9,68,13,69,65,3,41,26,63,64,12,2,61,32,66,42,46,33,5,25,8,24,51,45,47,31,6,67,73,50,49,52,53,71,62,1,21,22,43,70,27,10,4,11,7,28,29,48,1
68,22,0,0,65,2,67,52,48,21,50,12,45,71,49,42,13,47,32,3,44,27,11,73,69,6,29,41,72,1,66,25,8,26,64,51,61,70,10,53,28,4,9,7,33,46,31,24,23,5,62,43,30,63,3
32,69,0,0,48,33,8,21,71,50,65,23,47,73,3,4,9,64,45,66,5,27,46,43,44,29,1,2,63,61,49,62,26,30,52,12,68,67,53,11,7,6,10,22,51,70,13,42,41,24,72,31,25,28,3
42,9,0,0,70,8,43,50,62,69,51,1,44,65,5,2,7,47,41,68,21,31,67,6,32,29,71,49,46,26,73,25,4,23,63,52,24,72,3,64,30,22,11,48,28,61,33,12,45,53,13,66,10,27,1
29,73,0,0,44,61,52,71,13,23,25,41,67,30,24,33,12,6,69,42,46,43,51,62,45,53,31,28,72,11,5,50,2,4,64,21,3,9,68,1,10,32,7,27,22,8,65,63,26,70,66,49,47,48,3
23,67,0,0,30,21,22,52,5,4,45,71,64,2,53,33,51,41,11,7,44,62,43,42,47,10,66,72,3,70,9,12,26,31,8,29,68,6,46,32,1,69,27,61,50,73,49,63,24,25,13,48,65,28,1
67,72,0,0,70,32,7,12,62,3,11,51,66,24,65,64,43,45,25,6,44,5,48,8,1,26,10,73,23,22,49,13,50,63,33,42,41,21,29,27,9,46,61,53,71,68,2,4,52,30,28,69,47,31,1
31,67,0,0,48,27,49,41,46,24,66,25,10,22,69,7,26,63,21,65,3,5,61,12,33,51,9,29,68,50,44,42,4,70,47,11,64,1,71,62,30,73,6,8,72,2,13,43,53,28,45,23,52,32,1
52,73,0,0,69,7,71,6,67,23,62,30,1,63,4,27,70,51,2,42,33,8,65,31,68,53,72,9,13,28,50,49,43,25,22,64,26,47,5,24,66,32,45,41,10,44,21,12,46,61,11,48,29,3,2
31,30,0,0,71,45,65,63,32,46,10,44,69,42,52,12,8,67,64,27,48,3,2,49,66,72,7,68,11,47,13,4,53,24,50,33,21,73,1,62,9,51,61,6,22,70,5,29,23,26,28,41,43,25,1
53,64,0,0,1,72,45,23,27,8,10,24,4,46,62,9,66,12,44,13,68,2,71,67,32,63,25,22,43,49,41,65,42,28,51,61,48,3,31,21,30,73,50,69,52,6,26,33,11,7,5,29,47,70,1
49,53,0,0,46,44,42,28,9,27,72,10,47,68,43,3,45,21,71,12,51,65,33,22,48,2,4,7,50,26,32,66,61,64,62,5,29,63,31,13,11,41,73,6,1,67,8,30,70,24,25,23,69,52,1
30,42,0,0,27,22,3,26,13,8,72,45,32,23,52,33,63,9,51,48,70,50,49,6,47,25,66,53,46,7,69,71,4,68,44,29,67,1,31,61,2,21,24,73,28,11,64,65,10,62,43,41,5,12,1
69,52,0,0,5,71,41,8,44,13,43,65,33,6,23,68,31,4,28,63,24,66,32,21,7,73,72,1,70,9,46,27,25,51,10,62,50,3,64,26,12,45,53,22,30,42,48,49,61,67,47,11,29,2,1
7,52,0,0,9,6,29,62,51,46,64,63,45,30,32,23,53,13,33,65,1,47,4,21,67,50,66,8,71,10,28,22,43,24,11,44,72,68,41,2,73,31,5,48,12,69,70,3,61,42,49,27,26,25,1
41,1,0,0,62,5,29,21,7,27,33,47,45,68,53,28,61,72,30,63,49,8,46,66,51,24,26,48,31,22,12,52,73,9,42,25,6,4,13,71,43,67,69,50,3,11,70,44,2,23,32,10,64,65,3
31,8,0,0,24,27,1,26,63,68,66,12,28,11,43,2,21,61,4,47,62,69,73,52,50,44,23,41,64,65,10,22,32,33,48,49,71,67,29,25,7,9,5,53,46,13,42,72,6,3,70,30,51,45,1
63,71,0,0,65,51,44,49,41,43,29,68,53,22,45,21,73,70,69,5,11,61,10,48,32,28,6,1,7,30,12,67,46,9,62,8,33,42,31,72,52,47,25,24,2,23,13,66,50,3,64,4,26,27,3
64,29,0,0,45,3,11,50,53,21,72,42,2,44,24,5,68,71,23,28,51,1,7,30,62,27,47,25,10,26,70,33,9,63,48,32,4,41,13,66,67,22,61,49,43,52,8,12,73,46,69,6,65,31,1
33,2,0,0,41,28,21,12,27,47,69,8,64,70,26,71,53,31,48,25,65,1,68,22,11,62,49,10,61,23,44,9,67,32,45,5,7,51,30,13,72,4,63,43,29,73,52,24,50,42,6,46,66,3,1
63,9,0,0,29,67,28,4,64,33,53,10,73,21,32,43,51,41,24,52,11,23,27,45,71,12,3,44,42,1,47,69,13,25,61,31,5,62,8,30,70,46,49,2,68,48,66,72,22,6,26,50,65,7,1
25,62,0,0,73,24,33,67,63,31,70,2,47,9,48,43,66,64,3,61,22,71,27,12,69,51,53,68,23,5,32,65,42,44,50,8,46,13,29,7,28,30,21,72,49,41,1,26,45,6,10,11,4,52,1
11,4,0,0,24,12,63,8,72,64,23,27,67,6,62,51,66,21,45,10,29,48,26,53,33,44,2,32,3,65,70,9,43,52,42,46,13,25,31,41,61,5,68,30,47,73,1,71,69,22,49,50,7,28,1
68,71,0,0,69,25,32,64,66,73,26,22,43,5,44,65,29,72,46,33,2,3,8,49,1,52,62,70,50,4,23,9,61,67,42,10,27,24,31,12,11,48,30,63,6,7,41,51,21,28,47,45,13,53,3
29,62,0,0,2,8,45,27,5,48,3,31,64,72,26,46,11,22,51,68,71,23,47,70,1,65,63,25,41,21,53,52,50,9,33,69,13,32,61,28,73,10,24,42,49,4,43,66,30,67,44,12,7,6,1
5,12,0,0,13,21,2,25,26,65,46,8,51,72,6,11,62,44,67,73,29,31,30,71,9,45,7,68,33,70,1,50,53,64,4,3,28,10,42,22,41,47,69,32,63,66,48,24,23,27,52,61,43,49,1
45,66,0,0,25,48,10,46,67,73,24,28,52,11,43,27,68,7,26,71,70,22,30,2,64,23,72,44,42,1,61,6,49,51,5,31,63,65,41,12,8,3,29,50,32,62,4,33,21,47,69,13,53,9,1
32,70,0,0,42,64,24,44,66,71,6,53,22,25,28,11,41,3,5,10,8,29,9,4,51,63,21,73,65,23,72,12,31,49,68,69,62,48,50,46,61,30,26,47,7,27,52,13,67,45,1,2,43,33,1
33,42,0,0,71,10,53,46,8,4,50,30,29,72,12,9,67,11,61,64,41,70,44,65,69,7,27,24,63,73,66,31,45,43,47,68,5,23,25,13,6,22,28,21,26,49,2,1,32,52,62,51,48,3,1
65,9,0,0,10,33,68,52,12,47,24,27,21,5,70,3,50,49,13,43,6,67,1,25,62,2,11,28,31,42,30,69,61,64,71,4,48,46,32,53,45,23,8,66,26,51,63,72,41,73,29,44,22,7,1
71,27,0,0,25,48,10,73,3,43,33,72,44,5,67,21,23,8,6,32,68,47,1,49,41,29,9,50,69,61,66,64,13,22,53,46,52,26,31,24,30,42,7,62,65,2,12,70,28,51,63,4,45,11,2
49,50,0,0,28,8,12,5,32,7,22,71,27,10,21,9,51,47,69,33,67,30,72,52,45,70,73,65,48,26,66,46,64,53,25,63,13,3,43,1,4,23,24,31,41,2,6,42,61,29,62,11,68,44,3
7,33,0,0,3,21,45,10,12,4,1,24,51,8,64,63,25,27,23,67,41,69,43,2,30,11,68,31,42,50,13,47,28,48,70,32,9,44,29,73,52,22,6,62,26,46,65,71,66,5,72,61,53,49,2
71,4,0,0,1,49,13,53,12,41,45,8,64,47,11,73,62,27,70,24,44,26,42,21,66,50,2,29,48,25,23,33,9,46,5,67,22,10,32,61,63,65,52,7,6,31,28,69,3,72,68,43,30,51,1
11,13,0,0,24,21,10,8,44,5,43,6,33,31,64,26,45,9,29,47,69,46,22,61,48,3,7,1,30,63,68,71,2,62,23,65,41,25,27,28,52,32,50,4,70,12,73,53,66,72,42,49,67,51,1
43,29,0,0,26,48,8,67,10,50,64,45,46,73,62,53,61,27,49,22,9,13,2,33,21,41,3,51,12,23,32,28,7,24,68,25,52,11,63,4,65,31,69,47,1,30,44,72,70,71,42,5,66,6,2
64,45,0,0,67,6,46,70,26,41,71,43,13,32,27,3,21,51,69,50,53,65,7,25,4,11,33,28,42,73,48,49,63,62,23,1,68,52,2,12,9,30,31,61,8,29,22,47,24,44,10,5,72,66,1
45,21,0,0,52,6,65,8,48,72,62,64,2,33,23,50,25,67,24,3,43,27,5,7,4,68,12,63,13,30,61,42,22,1,44,9,51,26,32,11,71,73,49,31,70,66,46,69,28,47,29,10,53,41,1
13,2,0,0,72,5,44,6,68,31,61,11,45,67,33,50,70,46,30,22,64,32,51,10,3,47,25,23,66,69,27,1,49,7,8,48,73,52,4,43,42,24,62,71,12,41,26,21,53,28,9,65,63,29,2
9,69,0,0,4,42,3,1,53,7,26,61,62,10,2,8,5,41,72,50,25,12,51,67,31,11,64,43,47,30,44,32,21,48,28,63,49,33,6,66,70,73,29,22,68,52,13,46,23,27,65,45,24,71,1
24,71,0,0,48,64,29,27,51,6,32,7,30,13,45,61,66,21,72,25,23,28,47,22,68,1,33,5,12,3,62,8,10,70,65,46,63,43,4,42,26,69,52,53,11,50,41,44,73,2,67,31,9,49,1
47,28,0,0,61,22,13,8,63,9,53,27,51,73,7,23,32,43,5,41,62,71,4,69,12,1,2,21,29,24,67,11,52,48,50,25,64,6,49,44,68,70,66,65,30,3,26,33,46,31,42,45,72,10,1
61,71,0,0,45,13,9,68,50,47,41,32,64,62,44,3,43,65,23,1,70,27,25,73,5,72,22,42,6,51,46,52,30,31,28,21,4,49,7,11,33,66,29,12,53,48,24,8,67,2,10,69,63,26,1
1,4,0,0,71,47,11,32,67,29,7,43,23,25,24,8,50,10,46,61,30,33,2,45,12,69,49,64,65,6,13,73,51,9,53,52,31,26,27,41,72,42,68,48,5,44,21,63,62,3,28,22,66,70,1
13,32,0,0,70,52,3,4,5,45,29,62,6,31,41,46,26,42,8,30,2,28,66,73,22,47,51,25,33,12,27,69,64,67,71,68,24,11,44,49,23,61,48,7,53,65,1,72,10,21,63,50,43,9,1
68,11,0,0,67,45,71,61,5,3,43,6,21,29,41,22,33,64,26,2,4,46,10,32,9,63,44,23,30,50,1,47,66,27,62,8,28,72,24,73,51,31,49,7,25,42,48,69,70,12,52,53,65,13,2
48,61,0,0,69,66,50,72,47,23,62,2,13,21,9,1,27,32,63,64,53,68,52,26,43,70,41,71,5,49,73,31,22,8,51,7,42,45,3,46,28,44,10,4,65,25,11,30,29,12,24,6,67,33,1
22,8,0,0,41,45,71,73,67,51,62,29,50,2,47,9,43,66,27,3,33,65,7,64,11,49,69,32,30,52,26,61,24,13,4,10,70,12,42,25,1,72,63,48,68,5,46,6,44,28,53,23,31,21,1
12,8,0,0,21,41,24,73,47,53,52,1,6,44,42,27,7,70,25,2,51,46,33,9,69,11,68,72,13,45,65,63,67,28,61,62,71,3,30,64,32,23,48,26,66,22,29,50,31,4,5,49,43,10,3
41,7,0,0,44,61,4,22,71,46,32,50,28,47,30,9,12,24,33,67,62,73,45,31,11,51,63,52,27,29,66,3,8,42,48,6,25,26,72,5,65,23,70,64,69,1,13,21,49,10,68,53,43,2,1
28,65,0,0,70,53,33,44,4,67,42,32,71,68,29,12,21,30,11,47,2,6,8,43,45,1,41,25,7,5,62,10,23,24,52,66,49,50,22,13,51,63,73,64,27,72,46,26,31,48,9,69,61,3,1
72,48,0,0,45,4,5,3,31,29,64,65,50,11,70,32,52,63,41,13,42,68,27,2,46,26,66,69,28,10,61,67,25,8,21,6,47,71,51,7,62,43,53,30,24,12,1,73,22,9,49,44,23,33,1
10,48,0,0,70,1,32,12,64,21,63,73,45,5,31,9,33,24,8,7,29,67,44,42,62,3,23,47,69,11,6,51,26,65,27,13,28,66,30,25,49,2,41,53,68,4,72,22,61,71,50,52,43,46,2
30,68,0,0,21,67,13,9,61,6,2,7,71,33,46,22,31,29,8,51,26,69,1,73,52,65,23,72,28,49,63,41,43,45,25,32,11,12,64,70,42,50,4,5,27,24,62,44,3,66,48,53,10,47,3
50,21,0,0,5,53,29,41,68,12,8,23,63,47,66,49,43,42,30,2,71,62,1,65,26,6,11,3,4,7,46,64,32,33,51,52,70,45,67,27,25,22,61,72,13,10,48,44,9,73,69,28,24,31,1
67,47,0,0,29,48,22,32,62,53,10,31,25,71,72,6,51,52,24,50,8,61,41,1,69,4,28,12,65,46,44,26,73,13,9,3,11,45,2,23,7,64,66,27,68,5,49,21,70,42,43,30,33,63,3
27,10,0,0,3,23,42,41,21,73,66,43,9,1,69,8,46,49,7,53,44,2,48,33,71,67,68,29,30,62,64,51,5,12,61,25,47,26,22,52,70,11,6,31,32,63,45,13,65,50,4,28,24,72,1
7,53,0,0,11,71,70,67,4,72,66,22,2,50,44,28,26,61,23,9,64,52,47,30,73,62,13,43,5,25,29,24,8,32,49,42,65,12,51,41,6,45,68,21,69,63,10,46,48,27,1,31,33,3,1
70,42,0,0,72,5,44,8,11,4,6,73,52,61,21,71,46,45,32,65,66,13,1,64,30,29,2,68,67,3,26,9,25,62,48,24,31,53,33,49,63,69,50,28,41,10,22,27,51,12,7,23,47,43,1
7,49,0,0,48,72,10,47,28,31,3,67,8,29,5,1,33,62,27,23,42,21,53,52,4,65,71,25,30,43,12,46,32,73,26,2,6,63,70,69,13,64,61,41,24,45,68,9,22,66,50,51,44,11,1
47,70,0,0,71,50,45,22,42,24,33,48,67,73,52,53,66,21,7,69,49,25,3,44,1,27,4,72,68,10,43,41,9,30,61,65,32,6,28,29,23,63,26,51,64,11,12,62,13,5,2,46,8,31,1
61,9,0,0,45,52,1,49,31,23,26,66,64,48,24,62,68,41,71,72,51,4,65,28,8,3,33,53,21,13,30,7,69,67,43,42,22,2,27,29,47,25,70,12,11,63,6,10,5,44,73,46,32,50,1
51,29,0,0,22,72,43,5,23,69,12,71,66,2,53,68,61,41,27,24,21,33,13,48,73,67,65,1,63,3,28,10,32,31,50,46,70,30,52,7,44,45,42,9,25,11,62,6,4,26,49,47,8,64,1
